,location,bhk,total_sqft,bath,price,price_per_sqft
10595,other,2,1175.0,2.0,52.86,4498.723404255319
10596,Hebbal,4,4235.0,5.0,364.0,8595.04132231405
10597,KR Puram,2,1100.0,2.0,45.0,4090.909090909091
10599,Banashankari,2,1450.0,2.0,50.75,3500.0
10600,6th Phase JP Nagar,3,1810.0,3.0,131.0,7237.5690607734805
10601,Gunjur Palya,3,1426.0,2.0,71.0,4978.962131837307
10602,Sector 7 HSR Layout,3,2400.0,2.0,195.0,8125.0
10603,Kalyan nagar,2,1100.0,2.0,70.0,6363.636363636364
10604,Electronic City Phase II,1,650.0,1.0,35.0,5384.615384615385
10605,Old Madras Road,3,1350.0,3.0,47.25,3500.0
10606,Kaikondrahalli,2,900.0,2.0,27.0,3000.0
10607,Billekahalli,2,1360.0,2.0,110.0,8088.235294117647
10608,Yeshwanthpur,1,674.0,1.0,36.85,5467.359050445104
10609,Whitefield,3,1655.0,3.0,110.0,6646.525679758308
10610,other,2,1300.0,2.0,95.0,7307.692307692308
10611,other,1,936.0,1.0,53.0,5662.393162393162
10612,other,2,1277.0,2.0,92.0,7204.385277995301
10613,other,2,1200.0,2.0,54.0,4500.0
10614,Hormavu,2,1015.0,2.0,39.08,3850.246305418719
10615,Budigere,2,1153.0,2.0,60.0,5203.816131830009
10616,Kengeri,2,1035.0,2.0,51.5,4975.84541062802
10617,KR Puram,5,3300.0,3.0,255.0,7727.272727272727
10618,Uttarahalli,2,1150.0,2.0,46.0,4000.0
10619,Malleshwaram,2,1020.0,2.0,80.0,7843.137254901961
10620,Old Madras Road,4,3715.0,6.0,212.5,5720.053835800808
10621,8th Phase JP Nagar,2,1160.0,2.0,95.0,8189.6551724137935
10622,Bisuvanahalli,3,1075.0,2.0,31.0,2883.720930232558
10623,Brookefield,2,1225.0,2.0,72.0,5877.551020408163
10624,Benson Town,4,5000.0,5.0,950.0,19000.0
10625,other,2,1600.0,2.0,160.0,10000.0
10626,Malleshwaram,2,600.0,1.0,90.0,15000.0
10627,Nagappa Reddy Layout,3,1350.0,3.0,60.0,4444.444444444444
10628,Kanakpura Road,3,1300.0,3.0,69.0,5307.692307692308
10629,Channasandra,2,830.0,2.0,36.28,4371.084337349397
10630,Hennur Road,2,1155.0,2.0,69.18,5989.6103896103905
10631,Sarakki Nagar,4,3126.0,5.0,345.0,11036.468330134358
10632,Jalahalli,2,905.0,2.0,55.0,6077.348066298343
10633,Vijayanagar,3,1375.0,2.0,75.0,5454.545454545455
10635,Electronic City,2,1140.0,2.0,33.84,2968.421052631579
10636,Hormavu,3,1550.0,2.0,60.0,3870.967741935484
10637,Kannamangala,2,957.0,2.0,55.0,5747.126436781609
10638,9th Phase JP Nagar,2,890.0,2.0,45.0,5056.179775280899
10639,KR Puram,4,3000.0,4.0,235.0,7833.333333333333
10640,Electronic City,2,1070.0,2.0,55.0,5140.186915887851
10641,other,5,2400.0,5.0,150.0,6250.0
10642,other,4,2400.0,4.0,595.0,24791.666666666668
10643,Rachenahalli,2,925.0,2.0,37.0,4000.0
10644,Kammasandra,2,1415.0,2.0,60.0,4240.282685512368
10645,other,1,500.0,2.0,80.0,16000.0
10646,Thanisandra,2,1225.0,2.0,37.0,3020.408163265306
10647,Hennur Road,4,2000.0,4.0,90.0,4500.0
10648,Whitefield,1,840.0,1.0,57.0,6785.714285714285
10650,Thanisandra,3,1732.0,3.0,112.0,6466.512702078522
10651,Parappana Agrahara,1,1200.0,1.0,45.0,3750.0
10652,Bhoganhalli,2,1260.0,2.0,69.9,5547.619047619049
10653,other,2,1092.0,2.0,49.0,4487.179487179487
10654,other,2,827.0,2.0,34.0,4111.24546553809
10655,Horamavu Banaswadi,2,1357.0,2.0,54.0,3979.3662490788506
10656,Chamrajpet,2,650.0,1.0,40.0,6153.846153846154
10657,7th Phase JP Nagar,3,1370.0,2.0,54.79,3999.2700729927005
10658,Whitefield,3,1725.0,3.0,106.0,6144.927536231884
10659,Jalahalli,2,1000.0,2.0,70.0,7000.0
10660,TC Palaya,1,1350.0,1.0,55.0,4074.074074074074
10661,7th Phase JP Nagar,4,3200.0,4.0,350.0,10937.5
10662,Bellandur,3,1717.0,3.0,110.0,6406.523005241701
10663,Kanakpura Road,2,700.0,2.0,34.0,4857.142857142857
10664,other,2,800.0,2.0,32.0,4000.0
10665,Rajaji Nagar,3,2367.0,4.0,340.0,14364.17405999155
10666,Sonnenahalli,3,1415.0,2.0,65.0,4593.639575971732
10667,7th Phase JP Nagar,3,1976.0,3.0,145.0,7338.056680161943
10668,Kambipura,2,883.0,2.0,37.01,4191.392978482446
10669,Yelahanka,1,700.0,1.0,38.0,5428.571428571428
10670,Sarjapur,3,1445.0,3.0,50.0,3460.2076124567475
10671,Battarahalli,3,2082.0,3.0,104.0,4995.1969260326605
10672,HSR Layout,2,1140.0,2.0,46.0,4035.0877192982457
10673,Thanisandra,2,933.0,2.0,66.0,7073.954983922829
10675,Electronic City Phase II,2,1155.0,2.0,57.0,4935.064935064935
10676,Whitefield,2,1130.0,2.0,36.0,3185.8407079646017
10677,Bannerghatta,2,1200.0,2.0,73.2,6100.0
10678,other,2,1055.0,2.0,43.0,4075.829383886256
10679,Rajaji Nagar,3,1555.0,3.0,125.0,8038.585209003216
10680,Bellandur,3,1420.0,3.0,62.0,4366.197183098591
10681,other,3,2214.0,3.0,350.0,15808.491418247515
10682,Devanahalli,1,658.0,1.0,26.91,4089.665653495441
10683,Bhoganhalli,2,896.9,2.0,78.74,8779.128107927305
10684,Giri Nagar,4,4000.0,3.0,750.0,18750.0
10685,KR Puram,2,1035.0,2.0,40.0,3864.7342995169083
10686,Whitefield,4,2064.0,5.0,225.0,10901.162790697674
10687,other,3,1839.0,3.0,160.0,8700.380641653072
10688,Begur Road,2,1200.0,2.0,44.0,3666.6666666666665
10689,Yelahanka New Town,1,488.0,1.0,20.0,4098.360655737705
10690,Banashankari Stage II,3,1200.0,2.0,198.0,16500.0
10691,other,5,2760.0,5.0,140.0,5072.463768115942
10692,Gunjur Palya,2,993.0,2.0,42.0,4229.607250755287
10693,Hoodi,2,1225.0,2.0,45.0,3673.469387755102
10694,TC Palaya,2,900.0,2.0,55.0,6111.111111111111
10696,Sompura,2,825.0,2.0,32.0,3878.787878787879
10697,Bellandur,4,3596.0,4.0,359.0,9983.314794215796
10699,Electronic City Phase II,3,1800.0,3.0,92.0,5111.111111111111
10700,other,2,925.0,2.0,100.0,10810.81081081081
10701,Kanakpura Road,2,1167.0,2.0,63.0,5398.457583547558
10702,Sarjapur,2,1150.0,2.0,41.0,3565.217391304348
10703,other,1,650.0,1.0,50.0,7692.307692307692
10704,Sarjapur  Road,1,675.0,1.0,27.0,4000.0
10705,other,2,2260.0,3.0,90.0,3982.3008849557523
10706,other,1,720.0,1.0,32.39,4498.611111111111
10707,Whitefield,3,4800.0,4.0,600.0,12500.0
10708,Yelahanka New Town,2,1100.0,2.0,58.0,5272.727272727273
10710,Uttarahalli,3,1330.0,2.0,58.0,4360.902255639097
10711,Koramangala,2,1320.0,2.0,160.0,12121.212121212122
10712,Ulsoor,3,1685.0,4.0,185.0,10979.228486646884
10713,other,6,2400.0,5.0,75.0,3125.0
10714,Banashankari,3,1770.0,3.0,108.0,6101.6949152542375
10715,Prithvi Layout,3,2100.0,3.0,125.0,5952.380952380952
10716,Pai Layout,2,1000.0,2.0,42.0,4200.0
10718,Ramamurthy Nagar,4,2916.0,5.0,230.0,7887.517146776406
10719,Kanakpura Road,3,1419.59,2.0,65.0,4578.786832817927
10720,Kodihalli,3,1400.0,3.0,81.0,5785.714285714285
10721,Horamavu Agara,2,750.0,2.0,37.49,4998.666666666667
10722,Bannerghatta,2,1070.0,2.0,87.0,8130.841121495327
10723,Kannamangala,3,1536.0,3.0,107.0,6966.145833333333
10724,Koramangala,3,1710.0,3.0,210.0,12280.701754385966
10725,JP Nagar,3,2400.0,3.0,196.0,8166.666666666667
10727,Electronic City,2,1342.0,2.0,72.0,5365.126676602086
10728,other,3,1600.0,3.0,130.0,8125.0
10729,Kanakapura,1,938.0,1.0,50.0,5330.490405117271
10730,Budigere,3,1820.0,3.0,99.0,5439.56043956044
10731,Bhoganhalli,4,2439.0,4.0,170.0,6970.069700697007
10732,Kanakpura Road,3,1665.0,3.0,78.0,4684.684684684685
10733,Basavangudi,3,1850.0,3.0,150.0,8108.108108108108
10734,Bommanahalli,2,1091.0,2.0,40.0,3666.3611365719526
10735,Sarjapur  Road,2,1346.0,2.0,74.03,5500.0
10736,Rajaji Nagar,3,1720.0,3.0,224.0,13023.255813953489
10737,Brookefield,4,3675.0,4.0,176.0,4789.115646258503
10738,JP Nagar,2,1060.0,2.0,33.95,3202.8301886792456
10739,Whitefield,2,1059.0,2.0,57.0,5382.43626062323
10740,Hebbal,2,1299.0,2.0,97.0,7467.282525019245
10741,Yelahanka,3,1491.0,3.0,85.0,5700.871898054997
10742,Basaveshwara Nagar,2,1200.0,2.0,85.0,7083.333333333333
10743,Yelahanka,4,2088.0,5.0,110.0,5268.199233716475
10744,Hulimavu,1,581.0,1.0,29.0,4991.394148020654
10745,other,2,1296.0,2.0,70.0,5401.234567901234
10746,other,2,1125.0,2.0,55.0,4888.888888888889
10747,Electronic City,3,1275.0,3.0,70.0,5490.196078431372
10748,Kothanur,2,1095.0,2.0,55.0,5022.83105022831
10749,Sarjapur  Road,5,10000.0,4.0,975.0,9750.0
10750,Old Madras Road,2,1330.0,2.0,74.0,5563.909774436091
10751,Marathahalli,2,1135.0,2.0,60.0,5286.343612334802
10752,Whitefield,1,516.0,1.0,39.0,7558.139534883721
10753,other,2,1194.0,2.0,51.0,4271.356783919598
10754,Banaswadi,5,2250.0,5.0,240.0,10666.666666666666
10755,Electronic City,2,770.0,1.0,38.0,4935.064935064935
10756,Sarjapur  Road,4,3930.0,5.0,330.0,8396.946564885497
10757,Chikkalasandra,3,1355.0,3.0,54.2,4000.0
10758,Abbigere,8,3000.0,8.0,150.0,5000.0
10759,Harlur,4,2569.0,4.0,175.0,6811.989100817439
10760,Hebbal,4,3758.0,4.0,450.0,11974.454497072911
10761,Whitefield,2,1116.0,2.0,51.91,4651.433691756272
10762,Bhoganhalli,3,1707.0,3.0,115.0,6736.965436438196
10764,Sultan Palaya,2,1070.0,2.0,49.0,4579.439252336449
10765,Whitefield,4,6000.0,4.0,410.0,6833.333333333333
10766,Tumkur Road,3,1240.0,2.0,83.0,6693.548387096775
10767,JP Nagar,2,1300.0,2.0,91.65,7050.0
10768,Ambalipura,2,1700.0,2.0,76.0,4470.588235294118
10769,Yeshwanthpur,3,1383.0,2.0,76.18,5508.315256688359
10770,other,5,3000.0,4.0,170.0,5666.666666666667
10771,Electronic City,2,1200.0,2.0,34.65,2887.5
10772,Hulimavu,2,935.0,2.0,45.0,4812.834224598931
10773,Thigalarapalya,3,2072.0,4.0,151.0,7287.644787644787
10774,other,4,2200.0,3.0,225.0,10227.272727272728
10775,Jalahalli,1,615.0,1.0,46.0,7479.674796747968
10776,KR Puram,2,1116.0,2.0,45.0,4032.2580645161293
10777,Whitefield,3,1639.0,3.0,107.0,6528.370957901159
10778,Marathahalli,3,1839.0,3.0,130.0,7069.0592713431215
10779,other,2,1300.0,2.0,63.0,4846.153846153846
10780,Horamavu Agara,1,625.0,1.0,27.0,4320.0
10781,Thanisandra,1,933.0,1.0,61.0,6538.049303322615
10782,Hosur Road,3,2289.0,3.0,180.0,7863.695937090432
10783,Ramamurthy Nagar,3,2316.0,3.0,125.0,5397.2366148531955
10784,Electronic City,2,1005.0,2.0,39.77,3957.213930348259
10785,Horamavu Agara,2,1080.0,2.0,38.0,3518.5185185185187
10787,Vishwapriya Layout,2,910.0,2.0,36.0,3956.043956043956
10788,Hormavu,2,1200.0,2.0,73.0,6083.333333333333
10789,Electronic City,2,1110.0,2.0,39.9,3594.5945945945946
10790,Kothanur,2,1142.0,2.0,56.0,4903.6777583187395
10791,2nd Stage Nagarbhavi,5,4000.0,4.0,240.0,6000.0
10792,Hormavu,3,1800.0,3.0,204.0,11333.333333333334
10793,AECS Layout,2,1005.0,2.0,55.0,5472.636815920398
10794,other,3,1626.6,3.0,133.0,8176.564613303824
10795,Kothanur,2,1074.0,2.0,54.0,5027.932960893855
10796,Basavangudi,2,1230.0,2.0,80.0,6504.065040650406
10797,Electronic City,2,660.0,1.0,23.0,3484.848484848485
10798,other,2,1007.0,2.0,48.0,4766.633565044687
10800,Whitefield,3,1820.0,3.0,113.0,6208.791208791209
10801,Basapura,2,1100.0,2.0,60.0,5454.545454545455
10802,other,2,1348.0,2.0,100.0,7418.39762611276
10803,Kasavanhalli,2,1230.0,2.0,66.25,5386.178861788618
10804,Horamavu Agara,3,1176.0,2.0,37.62,3198.9795918367345
10805,Uttarahalli,3,1590.0,3.0,57.0,3584.9056603773583
10806,Frazer Town,2,1200.0,2.0,78.0,6500.0
10807,other,2,1298.0,2.0,65.0,5007.704160246533
10808,Hosa Road,2,1161.0,2.0,55.15,4750.215331610681
10809,other,4,1350.0,4.0,175.0,12962.962962962964
10811,Kothanur,2,1285.0,2.0,60.0,4669.260700389105
10812,Electronic City,3,1644.0,3.0,92.59,5631.995133819952
10813,Kasavanhalli,3,1819.0,3.0,150.0,8246.289169873557
10814,1st Phase JP Nagar,2,1205.0,2.0,85.0,7053.941908713693
10815,Basavangudi,3,2350.0,3.0,300.0,12765.95744680851
10816,Uttarahalli,2,1050.0,2.0,42.0,4000.0
10817,Raja Rajeshwari Nagar,2,1270.0,2.0,62.0,4881.889763779527
10818,9th Phase JP Nagar,3,1240.0,2.0,39.89,3216.935483870968
10819,Jigani,3,1221.0,3.0,70.0,5733.005733005733
10821,Kanakpura Road,2,1339.0,2.0,63.0,4705.003734129948
10822,Thigalarapalya,4,4303.0,5.0,300.0,6971.880083662561
10823,Haralur Road,2,1315.0,2.0,85.0,6463.878326996198
10824,Raja Rajeshwari Nagar,2,1250.0,2.0,68.0,5440.0
10825,Bisuvanahalli,2,850.0,2.0,27.0,3176.470588235294
10826,7th Phase JP Nagar,3,1600.0,2.0,110.0,6875.0
10827,Electronic City,2,1250.0,2.0,62.0,4960.0
10828,other,3,1312.0,2.0,56.5,4306.40243902439
10829,Kadugodi,4,3000.0,4.0,134.0,4466.666666666667
10830,Electronic City Phase II,2,1300.0,2.0,28.0,2153.846153846154
10831,Whitefield,3,1990.0,3.0,98.0,4924.62311557789
10832,other,2,760.0,2.0,38.5,5065.789473684211
10833,Ambedkar Nagar,4,5000.0,4.0,536.0,10720.0
10834,Kadugodi,3,1614.0,2.0,59.0,3655.5142503097895
10835,Judicial Layout,4,1500.0,3.0,162.0,10800.0
10836,other,3,1182.0,2.0,60.1,5084.602368866328
10837,other,2,1053.0,2.0,46.29,4396.011396011396
10838,6th Phase JP Nagar,1,750.0,1.0,105.0,14000.0
10839,Gubbalala,3,2000.0,3.0,125.0,6250.0
10840,Electronic City Phase II,3,1940.0,4.0,116.0,5979.381443298969
10841,Hennur Road,3,1590.0,3.0,105.0,6603.773584905661
10842,other,2,1035.0,2.0,52.79,5100.48309178744
10843,Kothanur,2,1075.0,2.0,53.0,4930.232558139535
10844,TC Palaya,2,900.0,2.0,55.0,6111.111111111111
10845,Raja Rajeshwari Nagar,3,1260.0,2.0,62.0,4920.6349206349205
10847,Thanisandra,3,1702.0,3.0,107.0,6286.721504112808
10848,Bisuvanahalli,3,1080.0,2.0,65.0,6018.518518518518
10849,Kasavanhalli,2,1189.0,2.0,45.0,3784.6930193439866
10850,Tumkur Road,2,1035.0,2.0,39.0,3768.1159420289855
10851,Hennur Road,2,1200.0,2.0,36.0,3000.0
10852,Mahalakshmi Layout,8,4482.0,6.0,852.0,19009.37081659973
10853,other,3,1200.0,3.0,200.0,16666.666666666668
10854,Kanakpura Road,3,1300.0,3.0,69.0,5307.692307692308
10855,Yelahanka,2,1330.0,2.0,93.65,7041.353383458647
10856,Kaggalipura,3,1210.0,2.0,65.0,5371.900826446281
10857,Chikkalasandra,3,1350.0,2.0,54.2,4014.814814814815
10858,Kaval Byrasandra,3,1900.0,2.0,65.0,3421.0526315789475
10859,Ambedkar Nagar,3,1935.0,4.0,125.0,6459.948320413437
10860,other,3,1410.0,3.0,90.0,6382.978723404255
10861,Narayanapura,2,1469.0,2.0,99.14,6748.8087134104835
10862,Varthur,2,986.0,2.0,30.0,3042.5963488843813
10863,other,3,1460.0,2.0,87.0,5958.904109589041
10864,other,3,1260.0,2.0,85.05,6750.0
10865,Chandapura,3,1345.0,2.0,39.5,2936.8029739776953
10866,Panathur,2,980.0,2.0,57.0,5816.326530612245
10867,Kudlu Gate,2,1164.0,2.0,75.0,6443.298969072165
10868,Subramanyapura,2,929.0,1.0,51.0,5489.773950484392
10869,Kundalahalli,2,1065.0,2.0,70.0,6572.769953051643
10870,Budigere,2,1172.0,2.0,56.725,4840.017064846416
10871,other,3,3000.0,3.0,265.0,8833.333333333334
10872,Electronic City,2,1020.0,2.0,30.27,2967.6470588235293
10873,Gunjur,3,1362.0,3.0,62.63,4598.384728340676
10874,Yeshwanthpur,1,672.0,1.0,36.85,5483.630952380952
10875,Brookefield,3,1746.0,3.0,115.0,6586.483390607102
10876,Electronic City,2,1025.0,2.0,29.6,2887.8048780487807
10877,Harlur,2,1532.0,2.0,65.0,4242.819843342037
10878,other,3,1200.0,2.0,120.0,10000.0
10879,Ganga Nagar,2,1250.0,2.0,65.0,5200.0
10880,Thanisandra,2,1188.0,2.0,39.0,3282.8282828282827
10881,Whitefield,4,3565.0,4.0,218.0,6115.007012622721
10882,Marathahalli,2,1170.0,2.0,85.0,7264.957264957265
10883,other,3,1800.0,3.0,150.0,8333.333333333334
10884,other,2,1000.0,2.0,35.0,3500.0
10885,Cooke Town,3,2600.0,3.0,375.0,14423.076923076924
10887,Kasturi Nagar,4,2507.0,4.0,155.0,6182.688472277623
10888,Babusapalaya,2,1061.0,2.0,34.0,3204.5240339302545
10889,KR Puram,2,1290.0,2.0,69.0,5348.837209302325
10890,Sarjapur,2,1200.0,2.0,42.6,3550.0
10891,Bharathi Nagar,2,1120.0,2.0,39.29,3508.035714285714
10892,Electronic City,1,418.0,1.0,12.0,2870.813397129187
10893,Sarjapur,3,1333.0,3.0,50.0,3750.9377344336085
10894,Sarjapur  Road,3,1691.0,3.0,119.0,7037.25606150207
10895,Thanisandra,1,747.0,1.0,34.355,4599.062918340026
10896,Koramangala,3,1700.0,3.0,250.0,14705.882352941177
10897,Thanisandra,3,2030.0,4.0,125.0,6157.635467980295
10898,Balagere,2,1012.0,2.0,70.0,6916.99604743083
10899,Kudlu,3,1245.0,2.0,60.0,4819.277108433735
10900,7th Phase JP Nagar,3,1765.0,3.0,118.0,6685.552407932011
10901,Gottigere,2,1110.0,2.0,36.25,3265.765765765766
10902,other,2,967.0,2.0,47.8,4943.1230610134435
10903,Sarjapur,2,1044.0,2.0,36.0,3448.2758620689656
10904,Brookefield,3,1518.0,3.0,80.0,5270.092226613966
10905,KR Puram,3,1300.0,2.0,57.0,4384.615384615385
10906,other,3,1798.0,3.0,73.0,4060.066740823137
10907,KR Puram,2,866.28,2.0,36.38,4199.565960197628
10908,Whitefield,4,3410.0,5.0,253.0,7419.354838709677
10909,Singasandra,2,1179.0,2.0,56.0,4749.787955894826
10910,Rajaji Nagar,5,3600.0,5.0,510.0,14166.666666666666
10911,Uttarahalli,2,1125.0,2.0,48.0,4266.666666666667
10912,other,3,2098.0,3.0,210.0,10009.532888465204
10913,other,3,2400.0,3.0,270.0,11250.0
10914,Haralur Road,3,1976.0,3.0,92.0,4655.87044534413
10915,5th Phase JP Nagar,2,1190.0,2.0,61.8,5193.27731092437
10916,other,3,1800.0,3.0,192.0,10666.666666666666
10917,Jakkur,3,1761.0,3.0,84.52,4799.545712663259
10918,Cooke Town,3,1700.0,3.0,120.0,7058.823529411765
10920,Electronic City,2,1128.0,2.0,64.8,5744.68085106383
10921,other,3,2000.0,3.0,85.0,4250.0
10922,Electronic City,3,1220.0,2.0,35.25,2889.344262295082
10923,other,1,509.0,1.0,20.0,3929.2730844793714
10924,Ambedkar Nagar,3,1852.0,4.0,122.0,6587.473002159827
10925,Varthur,2,1045.0,2.0,40.65,3889.9521531100477
10926,other,4,3535.0,4.0,215.0,6082.036775106082
10927,Marathahalli,2,1102.0,2.0,53.67,4870.235934664247
10928,other,4,1800.0,3.0,82.0,4555.555555555556
10929,Hebbal Kempapura,3,1436.0,2.0,75.0,5222.841225626741
10930,other,3,1397.0,2.0,52.0,3722.2619899785254
10931,Kothanur,2,1140.0,2.0,56.0,4912.2807017543855
10932,Balagere,1,645.0,1.0,55.0,8527.131782945737
10933,other,5,2350.0,5.0,325.0,13829.787234042553
10934,Nagarbhavi,3,1200.0,3.0,225.0,18750.0
10935,other,3,2050.0,3.0,135.0,6585.365853658536
10936,Sarjapur  Road,2,1335.0,2.0,95.0,7116.104868913858
10937,other,2,2100.0,1.0,200.0,9523.809523809523
10938,Hebbal,3,1255.0,3.0,77.68,6189.641434262949
10939,Thanisandra,2,1140.0,2.0,59.0,5175.438596491228
10940,Hosakerehalli,3,2376.0,3.0,240.0,10101.0101010101
10941,Thanisandra,1,663.0,1.0,46.0,6938.15987933635
10942,other,2,1276.0,2.0,146.0,11442.006269592477
10943,Kanakpura Road,3,1450.0,3.0,60.9,4200.0
10944,Kodichikkanahalli,3,1400.0,3.0,66.0,4714.285714285715
10945,other,2,1339.0,2.0,53.56,4000.0
10946,Electronic City,3,1220.0,2.0,35.23,2887.7049180327863
10947,Malleshwaram,3,2200.0,3.0,275.0,12500.0
10948,other,2,1305.0,2.0,52.0,3984.6743295019155
10949,Green Glen Layout,3,1740.0,3.0,80.0,4597.701149425287
10950,Anekal,2,680.0,1.0,21.0,3088.235294117647
10951,Bannerghatta Road,2,1154.0,2.0,47.0,4072.790294627383
10952,Munnekollal,2,1200.0,2.0,40.0,3333.3333333333335
10953,Hennur,2,1155.0,2.0,54.5,4718.614718614718
10954,Sarjapur  Road,3,1525.0,2.0,63.0,4131.147540983607
10955,Giri Nagar,1,600.0,1.0,125.0,20833.333333333332
10956,Hebbal,4,2470.0,5.0,192.0,7773.27935222672
10957,Padmanabhanagar,2,1100.0,2.0,60.0,5454.545454545455
10958,Hormavu,2,1250.0,2.0,65.0,5200.0
10959,Kothanur,2,1400.0,2.0,70.0,5000.0
10960,other,3,1600.0,3.0,100.0,6250.0
10961,Electronic City,2,1060.0,2.0,55.0,5188.679245283019
10962,Horamavu Banaswadi,2,1272.0,2.0,50.0,3930.817610062893
10963,Kanakpura Road,2,1296.0,2.0,105.0,8101.851851851852
10964,other,4,2100.0,3.0,280.0,13333.333333333334
10965,Karuna Nagar,3,1945.0,3.0,115.0,5912.596401028278
10966,Chandapura,3,1033.0,2.0,30.47,2949.6611810261375
10967,other,3,2300.0,2.0,69.0,3000.0
10968,Gunjur Palya,2,1235.0,2.0,52.76,4272.064777327935
10969,other,3,2100.0,3.0,270.0,12857.142857142857
10970,other,2,850.0,2.0,42.5,5000.0
10971,Subramanyapura,3,1880.0,3.0,110.0,5851.063829787234
10972,1st Block Jayanagar,4,2450.0,4.0,368.0,15020.408163265307
10973,Kenchenahalli,2,1060.0,2.0,52.0,4905.66037735849
10974,Hennur Road,3,2041.0,3.0,138.0,6761.391474767271
10975,Hulimavu,2,1050.0,2.0,125.0,11904.761904761905
10976,Vasanthapura,2,1037.0,2.0,36.28,3498.553519768563
10977,other,2,1150.0,2.0,39.0,3391.304347826087
10978,LB Shastri Nagar,2,1184.0,2.0,62.0,5236.486486486487
10979,Sarjapur  Road,3,1680.0,3.0,126.0,7500.0
10980,Thanisandra,3,1411.0,3.0,100.0,7087.172218284904
10982,Kanakpura Road,2,900.0,2.0,41.0,4555.555555555556
10983,other,4,3500.0,4.0,320.0,9142.857142857143
10984,Thanisandra,3,1702.0,3.0,120.0,7050.5287896592245
10985,Yelahanka,2,1185.0,2.0,45.0,3797.46835443038
10986,Kanakpura Road,3,1300.0,3.0,64.0,4923.076923076923
10987,other,3,1545.0,3.0,65.0,4207.119741100324
10988,6th Phase JP Nagar,3,1515.0,2.0,135.0,8910.89108910891
10989,Jigani,3,1300.0,3.0,55.0,4230.7692307692305
10990,JP Nagar,2,1107.0,2.0,57.0,5149.051490514905
10991,Old Madras Road,3,1720.0,3.0,106.0,6162.790697674419
10992,other,3,1540.0,3.0,150.0,9740.25974025974
10993,Bannerghatta Road,2,1000.0,2.0,44.5,4450.0
10994,Electronic City,1,710.0,1.0,40.42,5692.957746478874
10995,Thanisandra,2,1100.0,2.0,38.0,3454.5454545454545
10996,other,4,3200.0,4.0,270.0,8437.5
10997,other,2,900.0,2.0,160.0,17777.777777777777
10998,Bannerghatta Road,2,1250.0,2.0,48.0,3840.0
10999,Kaggadasapura,5,2400.0,4.0,130.0,5416.666666666667
11000,Hegde Nagar,3,1584.01,3.0,104.0,6565.615116066187
11002,Kammasandra,4,1200.0,6.0,60.0,5000.0
11003,Kaggadasapura,3,1485.0,2.0,70.0,4713.804713804714
11004,Hennur Road,3,1100.0,2.0,78.0,7090.909090909091
11005,8th Phase JP Nagar,2,1245.0,2.0,59.0,4738.955823293173
11006,Hennur Road,4,1880.0,4.0,154.0,8191.489361702128
11007,Frazer Town,3,2214.0,3.0,350.0,15808.491418247515
11008,other,2,1050.0,2.0,45.0,4285.714285714285
11010,Bannerghatta Road,3,1640.0,3.0,105.0,6402.4390243902435
11011,other,2,1165.0,2.0,65.0,5579.399141630901
11012,Kengeri Satellite Town,2,1110.0,2.0,43.0,3873.873873873874
11014,other,4,4000.0,4.0,630.0,15750.0
11015,Uttarahalli,4,4500.0,4.0,150.0,3333.3333333333335
11017,Haralur Road,2,1300.0,2.0,75.0,5769.2307692307695
11018,other,2,1200.0,1.0,42.0,3500.0
11020,Hennur Road,2,1232.0,2.0,69.61,5650.162337662337
11021,Jalahalli,3,1704.0,3.0,94.36,5537.55868544601
11022,7th Phase JP Nagar,3,1275.0,2.0,88.0,6901.9607843137255
11023,Sarjapur  Road,3,1222.0,2.0,68.0,5564.648117839607
11024,Varthur,2,1155.0,2.0,39.0,3376.6233766233768
11025,Electronic City,2,1000.0,2.0,29.95,2995.0
11026,Horamavu Banaswadi,2,1200.0,2.0,45.0,3750.0
11027,Yelahanka,3,1517.0,3.0,71.28,4698.7475280158205
11028,Horamavu Agara,2,1166.0,2.0,37.29,3198.1132075471696
11029,Electronic City,2,870.0,2.0,24.0,2758.6206896551726
11030,5th Phase JP Nagar,5,4000.0,5.0,170.0,4250.0
11031,Rajaji Nagar,4,1350.0,4.0,230.0,17037.037037037036
11032,Yelahanka,4,3019.0,6.0,190.0,6293.474660483604
11033,Whitefield,3,1345.0,3.0,58.0,4312.267657992565
11034,Dommasandra,3,900.0,3.0,75.0,8333.333333333334
11035,EPIP Zone,4,3800.0,5.0,170.0,4473.684210526316
11036,Chandapura,3,971.0,2.0,38.0,3913.491246138002
11037,Hennur,2,1255.0,2.0,52.32,4168.924302788844
11038,EPIP Zone,2,1810.0,2.0,65.0,3591.160220994475
11039,other,2,1300.0,2.0,58.0,4461.538461538462
11040,Thanisandra,2,1185.0,2.0,45.0,3797.46835443038
11041,Pattandur Agrahara,2,1350.0,2.0,68.0,5037.037037037037
11042,Budigere,3,1590.0,3.0,76.16,4789.937106918239
11043,Thyagaraja Nagar,7,3000.0,6.0,180.0,6000.0
11044,Brookefield,4,1560.0,3.0,149.0,9551.28205128205
11045,Somasundara Palya,3,1650.0,3.0,126.0,7636.363636363636
11046,other,3,1645.0,3.0,87.0,5288.753799392097
11047,Hennur Road,3,1748.0,3.0,103.0,5892.448512585813
11048,Channasandra,3,1200.0,3.0,67.77,5647.5
11049,Kengeri Satellite Town,2,1170.0,2.0,50.0,4273.504273504273
